rate_company_id,company_id,service_id,weight,unit,zone,fee,start_date,end_date,hidden,disabled,deleted,deleted_at,created_at,created_by,updated_at,updated_by
,1626,3047,1,lb,2,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,2,lb,2,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,3,lb,2,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,4,lb,2,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,5,lb,2,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,6,lb,2,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,7,lb,2,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,8,lb,2,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,9,lb,2,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,1,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,2,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,3,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,4,lb,3,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,5,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,6,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,7,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,8,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,9,lb,3,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,1,lb,4,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,2,lb,4,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,3,lb,4,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,4,lb,4,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,5,lb,4,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,6,lb,4,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,7,lb,4,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,8,lb,4,7.82,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,9,lb,4,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
,1626,3047,1,lb,5,7.81,2024/7/23 0:00,2099/12/31 23:59,0,0,0,,2024/7/23 0:00,0,2024/7/23 0:00,0
